"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
701762,"Kurtz, Nick",728,0.91,487,"77.216198269",0.7266483516483516,0.2936344969199179,0.19642857142857142,0.22176591375770022,0.14835164835164835,"7.702808571",18,22.938205625956645,241,0.33104395604395603,242,0.3324175824175824
695657,"Montgomery, Colson",494,0.9080882352941176,346,"77.0448783",0.7165991902834009,0.25722543352601157,0.18016194331983806,0.17630057803468208,0.12348178137651822,"7.80039504",8,4.782776019670253,148,0.29959514170040485,163,0.3299595141700405
592450,"Judge, Aaron",1015,0.9022222222222223,685,"76.992197803",0.7162561576354677,0.3416058394160584,0.23054187192118228,0.2510948905109489,0.16945812807881774,"8.109203547",35,34.14853191953659,330,0.3251231527093596,347,0.341871921182266
665489,"Guerrero Jr., Vladimir",927,0.9124015748031497,734,"76.664463484",0.6774541531823084,0.37193460490463215,0.29449838187702265,0.2574931880108992,0.20388349514563106,"7.632336192",8,4.929227111201708,193,0.20819848975188782,454,0.48975188781014023
670242,"Wallner, Matt",693,0.90234375,448,"76.567157042",0.6854256854256856,0.25223214285714285,0.16305916305916307,0.16964285714285715,0.10966810966810966,"7.422964863",21,-3.6821847534462093,245,0.35353535353535354,204,0.2943722943722944
641343,"Bauers, Jake",346,0.9081364829396326,266,"76.452483468",0.7138728323699421,0.2781954887218045,0.2138728323699422,0.16917293233082706,0.13005780346820808,"7.725719798",7,-6.622919555458407,80,0.23121387283236994,118,0.34104046242774566
677594,"Rodríguez, Julio",1212,0.905829596412556,884,"76.437334686",0.6386138613861386,0.3076923076923077,0.22442244224422442,0.19796380090497737,0.1443894389438944,"7.674201295",19,-2.488492786667382,328,0.2706270627062706,458,0.3778877887788779
660670,"Acuña Jr., Ronald",707,0.8994910941475827,502,"76.414268656",0.6732673267326734,0.28286852589641437,0.20084865629420084,0.199203187250996,0.14144271570014144,"7.593044752",17,1.8901222995738622,205,0.28995756718529,226,0.31966053748231965
670541,"Alvarez, Yordan",316,0.9106628242074928,244,"76.132676551",0.629746835443038,0.35655737704918034,0.27531645569620256,0.22950819672131148,0.17721518987341772,"7.741933291",1,-7.002546269579495,72,0.22784810126582278,124,0.3924050632911392
669003,"Mitchell, Garrett",118,0.9076923076923077,85,"76.117896017",0.7033898305084747,0.24705882352941178,0.17796610169491525,0.17647058823529413,0.1271186440677966,"7.419650847",6,-5.408701799222179,33,0.2796610169491525,41,0.3474576271186441
656577,"Jackson, Alex",172,0.91005291005291,112,"76.106544651",0.6279069767441863,0.24107142857142858,0.1569767441860465,0.17857142857142858,0.11627906976744186,"7.824623663",2,-1.6400459876461673,60,0.3488372093023256,51,0.29651162790697677
695578,"Wood, James",1029,0.901840490797546,721,"76.045597784",0.6268221574344023,0.3356449375866852,0.23517978620019436,0.2274618585298197,0.15937803692905733,"7.660401516",44,-1.1969703349951966,308,0.29931972789115646,353,0.3430515063168124
575929,"Contreras, Willson",926,0.9034146341463415,666,"75.993222084",0.6209503239740819,0.2912912912912913,0.20950323974082075,0.1831831831831832,0.13174946004319654,"7.962314244",14,-10.202626987773405,260,0.28077753779697623,319,0.3444924406047516
666624,"Morel, Christopher",552,0.8990228013029316,351,"75.970519783",0.6195652173913045,0.2905982905982906,0.18478260869565216,0.16524216524216523,0.10507246376811594,"8.236817047",17,-12.288416273283842,201,0.3641304347826087,157,0.28442028985507245
672744,"Canario, Alexander",428,0.904862579281184,268,"75.96625729",0.5911214953271026,0.2574626865671642,0.16121495327102803,0.14925373134328357,0.09345794392523364,"8.09011736",5,-15.425120586373971,160,0.37383177570093457,126,0.29439252336448596
